"","Ob","Type","MPG.highway","AirBags","DriveTrain","Cylinders","EngineSize","Horsepower","RPM","Rev.per.mile","Man.trans.avail","Fuel.tank.capacity","Passengers","Length","Wheelbase","Width","Turn.circle","Rear.seat.room","Luggage.room","Weight","Origin","Make","PriceNew","average","level1","level2","level3","level4","level5","level6","level7","level8"
"825",324,"Large",28,"Driver & Passenger","Front","6",3.3,153,5300,1990,"No",18,6,203,113,74,40,31,15,3515,"USA","Chrylser Concorde",19684.31888,20369.4393316,0,0,1,0,0,0,0,0
"826",819,"Large",28,"Driver & Passenger","Front","6",3.3,153,5300,1990,"No",18,6,203,113,74,40,31,15,3515,"USA","Chrylser Concorde",19879.60573,20369.4393316,0,0,1,0,0,0,0,0
"827",1318,"Large",28,"Driver & Passenger","Front","6",3.3,153,5300,1990,"No",18,6,203,113,74,40,31,15,3515,"USA","Chrylser Concorde",19879.60573,20369.4393316,0,0,1,0,0,0,0,0
"828",622,"Large",28,"Driver & Passenger","Front","6",3.3,153,5300,1990,"No",18,6,203,113,74,40,31,15,3515,"USA","Chrylser Concorde",19927.18218,20369.4393316,0,0,1,0,0,0,0,0
"829",710,"Large",28,"Driver & Passenger","Front","6",3.3,153,5300,1990,"No",18,6,203,113,74,40,31,15,3515,"USA","Chrylser Concorde",19977.04317,20369.4393316,0,0,1,0,0,0,0,0
"830",346,"Large",28,"Driver & Passenger","Front","6",3.3,153,5300,1990,"No",18,6,203,113,74,40,31,15,3515,"USA","Chrylser Concorde",20099.24066,20369.4393316,0,0,1,0,0,0,0,0
"831",306,"Large",28,"Driver & Passenger","Front","6",3.3,153,5300,1990,"No",18,6,203,113,74,40,31,15,3515,"USA","Chrylser Concorde",21554.74335,20369.4393316,0,0,1,0,0,0,0,0
"832",1440,"Large",28,"Driver & Passenger","Front","6",3.3,153,5300,1990,"No",18,6,203,113,74,40,31,15,3515,"USA","Chrylser Concorde",21554.74335,20369.4393316,0,0,1,0,0,0,0,0
"833",1331,"Large",28,"Driver & Passenger","Front","6",3.3,153,5300,1990,"No",18,6,203,113,74,40,31,15,3515,"USA","Chrylser Concorde",21571.46485,20369.4393316,0,0,1,0,0,0,0,0
"834",95,"Large",28,"Driver & Passenger","Front","6",3.3,153,5300,1990,"No",18,6,203,113,74,40,31,15,3515,"USA","Chrylser Concorde",21698.71013,20369.4393316,0,0,1,0,0,0,0,0
"835",498,"Large",28,"Driver & Passenger","Front","6",3.3,153,5300,1990,"No",18,6,203,113,74,40,31,15,3515,"USA","Chrylser Concorde",21698.71013,20369.4393316,0,0,1,0,0,0,0,0
"836",122,"Large",28,"Driver & Passenger","Front","6",3.3,153,5300,1990,"No",18,6,203,113,74,40,31,15,3515,"USA","Chrylser Concorde",21883.37207,20369.4393316,0,0,1,0,0,0,0,0
"837",147,"Large",28,"Driver & Passenger","Front","6",3.3,153,5300,1990,"No",18,6,203,113,74,40,31,15,3515,"USA","Chrylser Concorde",21962.33567,20369.4393316,0,0,1,0,0,0,0,0
"838",1442,"Large",28,"Driver & Passenger","Front","6",3.3,153,5300,1990,"No",18,6,203,113,74,40,31,15,3515,"USA","Chrylser Concorde",21962.33567,20369.4393316,0,0,1,0,0,0,0,0
"839",145,"Large",28,"Driver & Passenger","Front","6",3.3,153,5300,1990,"No",18,6,203,113,74,40,31,15,3515,"USA","Chrylser Concorde",22348.35075,20369.4393316,0,0,1,0,0,0,0,0
"840",1111,"Large",28,"Driver & Passenger","Front","6",3.3,153,5300,1990,"No",18,6,203,113,74,40,31,15,3515,"USA","Chrylser Concorde",22619.92691,20369.4393316,0,0,1,0,0,0,0,0
"841",909,"Van",21,"None","Front","5",2.5,109,4500,2915,"Yes",21.1,7,187,115,72,38,34,22,3960,"non-USA","Volkswagen Eurovan",18904.68064,20505.0502903448,0,0,1,0,0,0,0,0
"842",943,"Van",21,"None","Front","5",2.5,109,4500,2915,"Yes",21.1,7,187,115,72,38,34,22,3960,"non-USA","Volkswagen Eurovan",18904.68064,20505.0502903448,0,0,1,0,0,0,0,0
"843",111,"Van",21,"None","Front","5",2.5,109,4500,2915,"Yes",21.1,7,187,115,72,38,34,22,3960,"non-USA","Volkswagen Eurovan",18909.98854,20505.0502903448,0,0,1,0,0,0,0,0
"844",645,"Van",21,"None","Front","5",2.5,109,4500,2915,"Yes",21.1,7,187,115,72,38,34,22,3960,"non-USA","Volkswagen Eurovan",18909.98854,20505.0502903448,0,0,1,0,0,0,0,0
"845",1120,"Van",21,"None","Front","5",2.5,109,4500,2915,"Yes",21.1,7,187,115,72,38,34,22,3960,"non-USA","Volkswagen Eurovan",18909.98854,20505.0502903448,0,0,1,0,0,0,0,0
"846",965,"Van",21,"None","Front","5",2.5,109,4500,2915,"Yes",21.1,7,187,115,72,38,34,22,3960,"non-USA","Volkswagen Eurovan",19008.67938,20505.0502903448,0,0,1,0,0,0,0,0
"847",1143,"Van",21,"None","Front","5",2.5,109,4500,2915,"Yes",21.1,7,187,115,72,38,34,22,3960,"non-USA","Volkswagen Eurovan",19008.67938,20505.0502903448,0,0,1,0,0,0,0,0
"848",852,"Van",21,"None","Front","5",2.5,109,4500,2915,"Yes",21.1,7,187,115,72,38,34,22,3960,"non-USA","Volkswagen Eurovan",19907.60473,20505.0502903448,0,0,1,0,0,0,0,0
"849",1480,"Van",21,"None","Front","5",2.5,109,4500,2915,"Yes",21.1,7,187,115,72,38,34,22,3960,"non-USA","Volkswagen Eurovan",20102.66981,20505.0502903448,0,0,1,0,0,0,0,0
"850",738,"Van",21,"None","Front","5",2.5,109,4500,2915,"Yes",21.1,7,187,115,72,38,34,22,3960,"non-USA","Volkswagen Eurovan",20104.07857,20505.0502903448,0,0,1,0,0,0,0,0
"851",148,"Van",21,"None","Front","5",2.5,109,4500,2915,"Yes",21.1,7,187,115,72,38,34,22,3960,"non-USA","Volkswagen Eurovan",20221.57539,20505.0502903448,0,0,1,0,0,0,0,0
"852",641,"Van",21,"None","Front","5",2.5,109,4500,2915,"Yes",21.1,7,187,115,72,38,34,22,3960,"non-USA","Volkswagen Eurovan",20221.57539,20505.0502903448,0,0,1,0,0,0,0,0
"853",1146,"Van",21,"None","Front","5",2.5,109,4500,2915,"Yes",21.1,7,187,115,72,38,34,22,3960,"non-USA","Volkswagen Eurovan",20221.57539,20505.0502903448,0,0,1,0,0,0,0,0
"854",1164,"Van",21,"None","Front","5",2.5,109,4500,2915,"Yes",21.1,7,187,115,72,38,34,22,3960,"non-USA","Volkswagen Eurovan",20221.57539,20505.0502903448,0,0,1,0,0,0,0,0
"855",679,"Van",21,"None","Front","5",2.5,109,4500,2915,"Yes",21.1,7,187,115,72,38,34,22,3960,"non-USA","Volkswagen Eurovan",20453.5736,20505.0502903448,0,0,1,0,0,0,0,0
"856",163,"Van",21,"None","Front","5",2.5,109,4500,2915,"Yes",21.1,7,187,115,72,38,34,22,3960,"non-USA","Volkswagen Eurovan",20821.92853,20505.0502903448,0,0,1,0,0,0,0,0
"857",1482,"Van",21,"None","Front","5",2.5,109,4500,2915,"Yes",21.1,7,187,115,72,38,34,22,3960,"non-USA","Volkswagen Eurovan",21033.60126,20505.0502903448,0,0,1,0,0,0,0,0
"858",1225,"Van",21,"None","Front","5",2.5,109,4500,2915,"Yes",21.1,7,187,115,72,38,34,22,3960,"non-USA","Volkswagen Eurovan",21108.59934,20505.0502903448,0,0,1,0,0,0,0,0
"859",477,"Van",21,"None","Front","5",2.5,109,4500,2915,"Yes",21.1,7,187,115,72,38,34,22,3960,"non-USA","Volkswagen Eurovan",21132.94295,20505.0502903448,0,0,1,0,0,0,0,0
"860",49,"Van",21,"None","Front","5",2.5,109,4500,2915,"Yes",21.1,7,187,115,72,38,34,22,3960,"non-USA","Volkswagen Eurovan",21271.92313,20505.0502903448,0,0,1,0,0,0,0,0
"861",595,"Van",21,"None","Front","5",2.5,109,4500,2915,"Yes",21.1,7,187,115,72,38,34,22,3960,"non-USA","Volkswagen Eurovan",21271.92313,20505.0502903448,0,0,1,0,0,0,0,0
"862",674,"Van",21,"None","Front","5",2.5,109,4500,2915,"Yes",21.1,7,187,115,72,38,34,22,3960,"non-USA","Volkswagen Eurovan",21271.92313,20505.0502903448,0,0,1,0,0,0,0,0
"863",506,"Van",21,"None","Front","5",2.5,109,4500,2915,"Yes",21.1,7,187,115,72,38,34,22,3960,"non-USA","Volkswagen Eurovan",21507.02395,20505.0502903448,0,0,1,0,0,0,0,0
"864",371,"Van",21,"None","Front","5",2.5,109,4500,2915,"Yes",21.1,7,187,115,72,38,34,22,3960,"non-USA","Volkswagen Eurovan",21565.25821,20505.0502903448,0,0,1,0,0,0,0,0
"865",995,"Van",21,"None","Front","5",2.5,109,4500,2915,"Yes",21.1,7,187,115,72,38,34,22,3960,"non-USA","Volkswagen Eurovan",21565.25821,20505.0502903448,0,0,1,0,0,0,0,0
"866",433,"Van",21,"None","Front","5",2.5,109,4500,2915,"Yes",21.1,7,187,115,72,38,34,22,3960,"non-USA","Volkswagen Eurovan",21622.48905,20505.0502903448,0,0,1,0,0,0,0,0
"867",1017,"Van",21,"None","Front","5",2.5,109,4500,2915,"Yes",21.1,7,187,115,72,38,34,22,3960,"non-USA","Volkswagen Eurovan",22134.87347,20505.0502903448,0,0,1,0,0,0,0,0
"868",1043,"Van",21,"None","Front","5",2.5,109,4500,2915,"Yes",21.1,7,187,115,72,38,34,22,3960,"non-USA","Volkswagen Eurovan",22134.87347,20505.0502903448,0,0,1,0,0,0,0,0
"869",515,"Van",21,"None","Front","5",2.5,109,4500,2915,"Yes",21.1,7,187,115,72,38,34,22,3960,"non-USA","Volkswagen Eurovan",22192.92666,20505.0502903448,0,0,1,0,0,0,0,0
"870",215,"Van",21,"Driver only","4WD","6",3,142,5000,1970,"No",20,7,175,112,72,42,26.5,19,3705,"USA","Dodge Caravan",20124.58676,20576.283035,0,0,1,0,0,0,0,0
"871",227,"Van",21,"Driver only","4WD","6",3,142,5000,1970,"No",20,7,175,112,72,42,26.5,19,3705,"USA","Dodge Caravan",21027.97931,20576.283035,0,0,1,0,0,0,0,0
"872",473,"Van",23,"None","Front","6",3.8,170,4800,1690,"No",20,7,194,110,74,44,30.5,20,3715,"USA","Oldsmobile Silhouette",20265.88063,21283.6548284615,0,0,1,0,0,0,0,0
"873",801,"Van",23,"None","Front","6",3.8,170,4800,1690,"No",20,7,194,110,74,44,30.5,20,3715,"USA","Oldsmobile Silhouette",20343.67828,21283.6548284615,0,0,1,0,0,0,0,0
"874",1134,"Van",23,"None","Front","6",3.8,170,4800,1690,"No",20,7,194,110,74,44,30.5,20,3715,"USA","Oldsmobile Silhouette",20343.67828,21283.6548284615,0,0,1,0,0,0,0,0
"875",1182,"Van",23,"None","Front","6",3.8,170,4800,1690,"No",20,7,194,110,74,44,30.5,20,3715,"USA","Oldsmobile Silhouette",21052.6171,21283.6548284615,0,0,1,0,0,0,0,0
"876",1092,"Van",23,"None","Front","6",3.8,170,4800,1690,"No",20,7,194,110,74,44,30.5,20,3715,"USA","Oldsmobile Silhouette",21168.34903,21283.6548284615,0,0,1,0,0,0,0,0
"877",872,"Van",23,"None","Front","6",3.8,170,4800,1690,"No",20,7,194,110,74,44,30.5,20,3715,"USA","Oldsmobile Silhouette",21296.27434,21283.6548284615,0,0,1,0,0,0,0,0
"878",1347,"Van",23,"None","Front","6",3.8,170,4800,1690,"No",20,7,194,110,74,44,30.5,20,3715,"USA","Oldsmobile Silhouette",21296.27434,21283.6548284615,0,0,1,0,0,0,0,0
"879",667,"Van",23,"None","Front","6",3.8,170,4800,1690,"No",20,7,194,110,74,44,30.5,20,3715,"USA","Oldsmobile Silhouette",21597.5045,21283.6548284615,0,0,1,0,0,0,0,0
"880",348,"Van",23,"None","Front","6",3.8,170,4800,1690,"No",20,7,194,110,74,44,30.5,20,3715,"USA","Oldsmobile Silhouette",21630.39765,21283.6548284615,0,0,1,0,0,0,0,0
"881",1295,"Van",23,"None","Front","6",3.8,170,4800,1690,"No",20,7,194,110,74,44,30.5,20,3715,"USA","Oldsmobile Silhouette",21630.39765,21283.6548284615,0,0,1,0,0,0,0,0
"882",36,"Van",23,"None","Front","6",3.8,170,4800,1690,"No",20,7,194,110,74,44,30.5,20,3715,"USA","Oldsmobile Silhouette",21840.00819,21283.6548284615,0,0,1,0,0,0,0,0
"883",48,"Van",23,"None","Front","6",3.8,170,4800,1690,"No",20,7,194,110,74,44,30.5,20,3715,"USA","Oldsmobile Silhouette",21840.00819,21283.6548284615,0,0,1,0,0,0,0,0
"884",559,"Van",23,"None","Front","6",3.8,170,4800,1690,"No",20,7,194,110,74,44,30.5,20,3715,"USA","Oldsmobile Silhouette",22382.44459,21283.6548284615,0,0,1,0,0,0,0,0
"885",1299,"Compact",30,"Driver only","4WD","4",2.2,130,5600,2330,"Yes",15.9,5,179,102,67,37,27,14,3085,"non-USA","Subaru Legacy",20288.93182,21527.830430625,0,0,1,0,0,0,0,0
"886",938,"Compact",30,"Driver only","4WD","4",2.2,130,5600,2330,"Yes",15.9,5,179,102,67,37,27,14,3085,"non-USA","Subaru Legacy",20446.98293,21527.830430625,0,0,1,0,0,0,0,0
"887",615,"Compact",30,"Driver only","4WD","4",2.2,130,5600,2330,"Yes",15.9,5,179,102,67,37,27,14,3085,"non-USA","Subaru Legacy",20824.56346,21527.830430625,0,0,1,0,0,0,0,0
"888",1144,"Compact",30,"Driver only","4WD","4",2.2,130,5600,2330,"Yes",15.9,5,179,102,67,37,27,14,3085,"non-USA","Subaru Legacy",20824.56346,21527.830430625,0,0,1,0,0,0,0,0
"889",1042,"Compact",30,"Driver only","4WD","4",2.2,130,5600,2330,"Yes",15.9,5,179,102,67,37,27,14,3085,"non-USA","Subaru Legacy",21056.43355,21527.830430625,0,0,1,0,0,0,0,0
"890",1337,"Compact",30,"Driver only","4WD","4",2.2,130,5600,2330,"Yes",15.9,5,179,102,67,37,27,14,3085,"non-USA","Subaru Legacy",21056.43355,21527.830430625,0,0,1,0,0,0,0,0
"891",1145,"Compact",30,"Driver only","4WD","4",2.2,130,5600,2330,"Yes",15.9,5,179,102,67,37,27,14,3085,"non-USA","Subaru Legacy",21408.39284,21527.830430625,0,0,1,0,0,0,0,0
"892",225,"Compact",30,"Driver only","4WD","4",2.2,130,5600,2330,"Yes",15.9,5,179,102,67,37,27,14,3085,"non-USA","Subaru Legacy",21768.30036,21527.830430625,0,0,1,0,0,0,0,0
"893",419,"Compact",30,"Driver only","4WD","4",2.2,130,5600,2330,"Yes",15.9,5,179,102,67,37,27,14,3085,"non-USA","Subaru Legacy",21768.30036,21527.830430625,0,0,1,0,0,0,0,0
"894",592,"Compact",30,"Driver only","4WD","4",2.2,130,5600,2330,"Yes",15.9,5,179,102,67,37,27,14,3085,"non-USA","Subaru Legacy",21768.30036,21527.830430625,0,0,1,0,0,0,0,0
"895",309,"Compact",30,"Driver only","4WD","4",2.2,130,5600,2330,"Yes",15.9,5,179,102,67,37,27,14,3085,"non-USA","Subaru Legacy",21800.45722,21527.830430625,0,0,1,0,0,0,0,0
"896",923,"Compact",30,"Driver only","4WD","4",2.2,130,5600,2330,"Yes",15.9,5,179,102,67,37,27,14,3085,"non-USA","Subaru Legacy",21800.45722,21527.830430625,0,0,1,0,0,0,0,0
"897",1085,"Compact",30,"Driver only","4WD","4",2.2,130,5600,2330,"Yes",15.9,5,179,102,67,37,27,14,3085,"non-USA","Subaru Legacy",22022.57085,21527.830430625,0,0,1,0,0,0,0,0
"898",317,"Compact",30,"Driver only","4WD","4",2.2,130,5600,2330,"Yes",15.9,5,179,102,67,37,27,14,3085,"non-USA","Subaru Legacy",22249.35116,21527.830430625,0,0,1,0,0,0,0,0
"899",88,"Compact",30,"Driver only","4WD","4",2.2,130,5600,2330,"Yes",15.9,5,179,102,67,37,27,14,3085,"non-USA","Subaru Legacy",22457.14059,21527.830430625,0,0,1,0,0,0,0,0
"900",660,"Compact",30,"Driver only","4WD","4",2.2,130,5600,2330,"Yes",15.9,5,179,102,67,37,27,14,3085,"non-USA","Subaru Legacy",22904.10716,21527.830430625,0,0,1,0,0,0,0,0
"901",481,"Large",28,"Driver & Passenger","Front","6",3.5,214,5800,1980,"No",18,6,202,113,74,40,30,15,3490,"USA","Eagle Vision",18970.60012,21686.6110118182,0,0,1,0,0,0,0,0
"902",956,"Large",28,"Driver & Passenger","Front","6",3.5,214,5800,1980,"No",18,6,202,113,74,40,30,15,3490,"USA","Eagle Vision",19616.56324,21686.6110118182,0,0,1,0,0,0,0,0
"903",555,"Large",28,"Driver & Passenger","Front","6",3.5,214,5800,1980,"No",18,6,202,113,74,40,30,15,3490,"USA","Eagle Vision",20746.15486,21686.6110118182,0,0,1,0,0,0,0,0
"904",1422,"Large",28,"Driver & Passenger","Front","6",3.5,214,5800,1980,"No",18,6,202,113,74,40,30,15,3490,"USA","Eagle Vision",21227.48833,21686.6110118182,0,0,1,0,0,0,0,0
"905",62,"Large",28,"Driver & Passenger","Front","6",3.5,214,5800,1980,"No",18,6,202,113,74,40,30,15,3490,"USA","Eagle Vision",21393.06474,21686.6110118182,0,0,1,0,0,0,0,0
"906",104,"Large",28,"Driver & Passenger","Front","6",3.5,214,5800,1980,"No",18,6,202,113,74,40,30,15,3490,"USA","Eagle Vision",21718.75279,21686.6110118182,0,0,1,0,0,0,0,0
"907",113,"Large",28,"Driver & Passenger","Front","6",3.5,214,5800,1980,"No",18,6,202,113,74,40,30,15,3490,"USA","Eagle Vision",21794.15996,21686.6110118182,0,0,1,0,0,0,0,0
"908",810,"Large",28,"Driver & Passenger","Front","6",3.5,214,5800,1980,"No",18,6,202,113,74,40,30,15,3490,"USA","Eagle Vision",22485.04316,21686.6110118182,0,0,1,0,0,0,0,0
"909",1376,"Large",28,"Driver & Passenger","Front","6",3.5,214,5800,1980,"No",18,6,202,113,74,40,30,15,3490,"USA","Eagle Vision",22485.04316,21686.6110118182,0,0,1,0,0,0,0,0
"910",478,"Large",28,"Driver & Passenger","Front","6",3.5,214,5800,1980,"No",18,6,202,113,74,40,30,15,3490,"USA","Eagle Vision",23879.21632,21686.6110118182,0,0,1,0,0,0,0,0
"911",233,"Large",28,"Driver & Passenger","Front","6",3.5,214,5800,1980,"No",18,6,202,113,74,40,30,15,3490,"USA","Eagle Vision",24236.63445,21686.6110118182,0,0,1,0,0,0,0,0
"912",1448,"Compact",30,"None","Front","4",2,134,5800,2685,"Yes",18.5,5,180,103,67,35,31.5,14,2985,"non-USA","Volkswagen Passat",21309.57865,21791.2756472727,0,0,1,0,0,0,0,0
"913",362,"Compact",30,"None","Front","4",2,134,5800,2685,"Yes",18.5,5,180,103,67,35,31.5,14,2985,"non-USA","Volkswagen Passat",21421.3351,21791.2756472727,0,0,1,0,0,0,0,0
"914",420,"Compact",30,"None","Front","4",2,134,5800,2685,"Yes",18.5,5,180,103,67,35,31.5,14,2985,"non-USA","Volkswagen Passat",21421.3351,21791.2756472727,0,0,1,0,0,0,0,0
"915",1098,"Compact",30,"None","Front","4",2,134,5800,2685,"Yes",18.5,5,180,103,67,35,31.5,14,2985,"non-USA","Volkswagen Passat",21421.3351,21791.2756472727,0,0,1,0,0,0,0,0
"916",186,"Compact",30,"None","Front","4",2,134,5800,2685,"Yes",18.5,5,180,103,67,35,31.5,14,2985,"non-USA","Volkswagen Passat",21424.97363,21791.2756472727,0,0,1,0,0,0,0,0
"917",1346,"Compact",30,"None","Front","4",2,134,5800,2685,"Yes",18.5,5,180,103,67,35,31.5,14,2985,"non-USA","Volkswagen Passat",21710.04036,21791.2756472727,0,0,1,0,0,0,0,0
"918",616,"Compact",30,"None","Front","4",2,134,5800,2685,"Yes",18.5,5,180,103,67,35,31.5,14,2985,"non-USA","Volkswagen Passat",21876.46265,21791.2756472727,0,0,1,0,0,0,0,0
"919",1233,"Compact",30,"None","Front","4",2,134,5800,2685,"Yes",18.5,5,180,103,67,35,31.5,14,2985,"non-USA","Volkswagen Passat",21877.10615,21791.2756472727,0,0,1,0,0,0,0,0
"920",119,"Compact",30,"None","Front","4",2,134,5800,2685,"Yes",18.5,5,180,103,67,35,31.5,14,2985,"non-USA","Volkswagen Passat",22409.95572,21791.2756472727,0,0,1,0,0,0,0,0
"921",631,"Compact",30,"None","Front","4",2,134,5800,2685,"Yes",18.5,5,180,103,67,35,31.5,14,2985,"non-USA","Volkswagen Passat",22411.7895,21791.2756472727,0,0,1,0,0,0,0,0
"922",726,"Compact",30,"None","Front","4",2,134,5800,2685,"Yes",18.5,5,180,103,67,35,31.5,14,2985,"non-USA","Volkswagen Passat",22420.12016,21791.2756472727,0,0,1,0,0,0,0,0
"923",1202,"Large",26,"Driver only","Rear","8",4.6,190,4200,1415,"No",20,6,212,114,78,43,30,21,3950,"USA","Ford Crown_Victoria",21000.29058,21848.6673488889,0,0,1,0,0,0,0,0
"924",268,"Large",26,"Driver only","Rear","8",4.6,190,4200,1415,"No",20,6,212,114,78,43,30,21,3950,"USA","Ford Crown_Victoria",21220.64388,21848.6673488889,0,0,1,0,0,0,0,0
"925",405,"Large",26,"Driver only","Rear","8",4.6,190,4200,1415,"No",20,6,212,114,78,43,30,21,3950,"USA","Ford Crown_Victoria",21220.64388,21848.6673488889,0,0,1,0,0,0,0,0
"926",397,"Large",26,"Driver only","Rear","8",4.6,190,4200,1415,"No",20,6,212,114,78,43,30,21,3950,"USA","Ford Crown_Victoria",21286.14017,21848.6673488889,0,0,1,0,0,0,0,0
"927",59,"Large",26,"Driver only","Rear","8",4.6,190,4200,1415,"No",20,6,212,114,78,43,30,21,3950,"USA","Ford Crown_Victoria",21578.14194,21848.6673488889,0,0,1,0,0,0,0,0
"928",197,"Large",26,"Driver only","Rear","8",4.6,190,4200,1415,"No",20,6,212,114,78,43,30,21,3950,"USA","Ford Crown_Victoria",21578.14194,21848.6673488889,0,0,1,0,0,0,0,0
"929",986,"Large",26,"Driver only","Rear","8",4.6,190,4200,1415,"No",20,6,212,114,78,43,30,21,3950,"USA","Ford Crown_Victoria",21651.10817,21848.6673488889,0,0,1,0,0,0,0,0
"930",1484,"Large",26,"Driver only","Rear","8",4.6,190,4200,1415,"No",20,6,212,114,78,43,30,21,3950,"USA","Ford Crown_Victoria",21651.10817,21848.6673488889,0,0,1,0,0,0,0,0
"931",1432,"Large",26,"Driver only","Rear","8",4.6,190,4200,1415,"No",20,6,212,114,78,43,30,21,3950,"USA","Ford Crown_Victoria",21739.60544,21848.6673488889,0,0,1,0,0,0,0,0
"932",494,"Large",26,"Driver only","Rear","8",4.6,190,4200,1415,"No",20,6,212,114,78,43,30,21,3950,"USA","Ford Crown_Victoria",21761.14071,21848.6673488889,0,0,1,0,0,0,0,0
"933",672,"Large",26,"Driver only","Rear","8",4.6,190,4200,1415,"No",20,6,212,114,78,43,30,21,3950,"USA","Ford Crown_Victoria",21780.34144,21848.6673488889,0,0,1,0,0,0,0,0
"934",436,"Large",26,"Driver only","Rear","8",4.6,190,4200,1415,"No",20,6,212,114,78,43,30,21,3950,"USA","Ford Crown_Victoria",21855.498,21848.6673488889,0,0,1,0,0,0,0,0
"935",1105,"Large",26,"Driver only","Rear","8",4.6,190,4200,1415,"No",20,6,212,114,78,43,30,21,3950,"USA","Ford Crown_Victoria",21855.498,21848.6673488889,0,0,1,0,0,0,0,0
"936",94,"Large",26,"Driver only","Rear","8",4.6,190,4200,1415,"No",20,6,212,114,78,43,30,21,3950,"USA","Ford Crown_Victoria",22164.29899,21848.6673488889,0,0,1,0,0,0,0,0
"937",545,"Large",26,"Driver only","Rear","8",4.6,190,4200,1415,"No",20,6,212,114,78,43,30,21,3950,"USA","Ford Crown_Victoria",22164.29899,21848.6673488889,0,0,1,0,0,0,0,0
"938",286,"Large",26,"Driver only","Rear","8",4.6,190,4200,1415,"No",20,6,212,114,78,43,30,21,3950,"USA","Ford Crown_Victoria",22495.12504,21848.6673488889,0,0,1,0,0,0,0,0
"939",878,"Large",26,"Driver only","Rear","8",4.6,190,4200,1415,"No",20,6,212,114,78,43,30,21,3950,"USA","Ford Crown_Victoria",23136.99347,21848.6673488889,0,0,1,0,0,0,0,0
"940",1392,"Large",26,"Driver only","Rear","8",4.6,190,4200,1415,"No",20,6,212,114,78,43,30,21,3950,"USA","Ford Crown_Victoria",23136.99347,21848.6673488889,0,0,1,0,0,0,0,0
"941",203,"Van",23,"None","Front","6",3,151,4800,2065,"No",20,7,190,112,74,41,27,20,4100,"non-USA","Nissan Quest",20482.41387,21890.0683271429,0,0,1,0,0,0,0,0
"942",563,"Van",23,"None","Front","6",3,151,4800,2065,"No",20,7,190,112,74,41,27,20,4100,"non-USA","Nissan Quest",20875.47289,21890.0683271429,0,0,1,0,0,0,0,0
"943",646,"Van",23,"None","Front","6",3,151,4800,2065,"No",20,7,190,112,74,41,27,20,4100,"non-USA","Nissan Quest",21663.75629,21890.0683271429,0,0,1,0,0,0,0,0
"944",159,"Van",23,"None","Front","6",3,151,4800,2065,"No",20,7,190,112,74,41,27,20,4100,"non-USA","Nissan Quest",21721.4677,21890.0683271429,0,0,1,0,0,0,0,0
"945",828,"Van",23,"None","Front","6",3,151,4800,2065,"No",20,7,190,112,74,41,27,20,4100,"non-USA","Nissan Quest",21721.4677,21890.0683271429,0,0,1,0,0,0,0,0
"946",1062,"Van",23,"None","Front","6",3,151,4800,2065,"No",20,7,190,112,74,41,27,20,4100,"non-USA","Nissan Quest",21721.4677,21890.0683271429,0,0,1,0,0,0,0,0
"947",705,"Van",23,"None","Front","6",3,151,4800,2065,"No",20,7,190,112,74,41,27,20,4100,"non-USA","Nissan Quest",21861.59613,21890.0683271429,0,0,1,0,0,0,0,0
"948",1322,"Van",23,"None","Front","6",3,151,4800,2065,"No",20,7,190,112,74,41,27,20,4100,"non-USA","Nissan Quest",21861.59613,21890.0683271429,0,0,1,0,0,0,0,0
"949",1446,"Van",23,"None","Front","6",3,151,4800,2065,"No",20,7,190,112,74,41,27,20,4100,"non-USA","Nissan Quest",22009.1068,21890.0683271429,0,0,1,0,0,0,0,0
"950",578,"Van",23,"None","Front","6",3,151,4800,2065,"No",20,7,190,112,74,41,27,20,4100,"non-USA","Nissan Quest",22207.45887,21890.0683271429,0,0,1,0,0,0,0,0
"951",84,"Van",23,"None","Front","6",3,151,4800,2065,"No",20,7,190,112,74,41,27,20,4100,"non-USA","Nissan Quest",22472.23275,21890.0683271429,0,0,1,0,0,0,0,0
"952",635,"Van",23,"None","Front","6",3,151,4800,2065,"No",20,7,190,112,74,41,27,20,4100,"non-USA","Nissan Quest",22472.23275,21890.0683271429,0,0,1,0,0,0,0,0
"953",476,"Van",23,"None","Front","6",3,151,4800,2065,"No",20,7,190,112,74,41,27,20,4100,"non-USA","Nissan Quest",22631.61023,21890.0683271429,0,0,1,0,0,0,0,0
"954",572,"Van",23,"None","Front","6",3,151,4800,2065,"No",20,7,190,112,74,41,27,20,4100,"non-USA","Nissan Quest",22759.07677,21890.0683271429,0,0,1,0,0,0,0,0
"955",598,"Midsize",30,"Driver only","Front","6",3,140,4800,1885,"No",16,5,192,106,71,40,27.5,18,3325,"USA","Ford Taurus",20201.83116,22144.4967709524,0,0,1,0,0,0,0,0
"956",715,"Midsize",30,"Driver only","Front","6",3,140,4800,1885,"No",16,5,192,106,71,40,27.5,18,3325,"USA","Ford Taurus",20201.83116,22144.4967709524,0,0,1,0,0,0,0,0
"957",883,"Midsize",30,"Driver only","Front","6",3,140,4800,1885,"No",16,5,192,106,71,40,27.5,18,3325,"USA","Ford Taurus",20697.15903,22144.4967709524,0,0,1,0,0,0,0,0
"958",1005,"Midsize",30,"Driver only","Front","6",3,140,4800,1885,"No",16,5,192,106,71,40,27.5,18,3325,"USA","Ford Taurus",20697.15903,22144.4967709524,0,0,1,0,0,0,0,0
